Customer ID,Item ID,Qty,Stocking U/M,Amount,period
MAO,BB BIG - X24,1290.0,,2373600.0,Aug-24
MAO,FG/N - PP BIG,256.0,Bag,3200000.0,Aug-24
MAO,FG/N - PP SMALL,102.0,Bag,1275000.0,Aug-24
MDV,FG - CC - Big SC,300.0,Pack,570000.0,Aug-24
MDV,FG - CC - Medium X48,850.0,,3060000.0,Aug-24
MDV,FG - CC - Mini X24,240.0,Pack,228000.0,Aug-24
MDV,FG - CC - Mini X48,600.0,Pack,1140000.0,Aug-24
MP,BB BIG - X24,1510.0,,2778400.0,Aug-24
MP,FG - CC - Big SC,43.0,Pack,81700.0,Aug-24
MP,FG - CC - Medium X48,36.0,,129600.0,Aug-24
MP,FG - CC - Mini X48,154.0,Pack,292600.0,Aug-24
MP,FG/N - PP BIG,215.0,Bag,2687500.0,Aug-24
MP,FG/N - PP SMALL,22.0,Bag,275000.0,Aug-24
Mrs Madueke,BB BIG - X24,615.0,,1131600.0,Aug-24
Mrs Madueke,FG - CC - Big SC,170.0,Pack,323000.0,Aug-24
Mrs Madueke,FG - CC - Medium X24,30.0,,54000.0,Aug-24
Mrs Madueke,FG - CC - Medium X48,130.0,,474000.0,Aug-24
Mrs Madueke,FG - CC - Mini X24,10.0,Pack,9500.0,Aug-24
Mrs Madueke,FG - CC - Mini X48,256.0,Pack,486400.0,Aug-24
MV,FG - CC - Big SC,760.0,Pack,1444000.0,Aug-24
MV,FG - CC - Medium X24,200.0,,360000.0,Aug-24
MV,FG - CC - Medium X48,1600.0,,5760000.0,Aug-24
MV,FG - CC - Mini X24,500.0,Pack,475000.0,Aug-24
MV,FG - CC - Mini X48,3170.0,Pack,6023000.0,Aug-24
MW,BB BIG - X24,6176.0,,11363840.0,Aug-24
MW,FG - CC - Big SC,70.0,Pack,133000.0,Aug-24
MW,FG - CC - Medium X24,20.0,,36000.0,Aug-24
MW,FG - CC - Medium X48,100.0,,364000.0,Aug-24
MW,FG - CC - Mini X24,80.0,Pack,76000.0,Aug-24
MW,FG - CC - Mini X48,351.0,Pack,666900.0,Aug-24
MW,FG/N - PP BIG,798.0,Bag,9975000.0,Aug-24
MW,FG/N - PP SMALL,108.0,Bag,1350000.0,Aug-24
NK,BB BIG - X24,2658.0,,4890720.0,Aug-24
NK,FG - CC - Big SC,97.0,Pack,184300.0,Aug-24
NK,FG - CC - Medium X24,10.0,,18000.0,Aug-24
NK,FG - CC - Medium X48,96.0,,350400.0,Aug-24
NK,FG - CC - Mini X24,37.0,Pack,35150.0,Aug-24
NK,FG - CC - Mini X48,321.0,Pack,609900.0,Aug-24
NK,FG/N - PP BIG,33.0,Bag,412500.0,Aug-24
NK,FG/N - PP SMALL,59.0,Bag,737500.0,Aug-24
OS,FG - CC - Big SC,400.0,Pack,760000.0,Aug-24
OS,FG - CC - Medium X48,700.0,,2660000.0,Aug-24
OS,FG - CC - Mini X24,100.0,Pack,95000.0,Aug-24
OS,FG - CC - Mini X48,1150.0,Pack,2185000.0,Aug-24
OYV,FG - CC - Big SC,850.0,Pack,1615000.0,Aug-24
OYV,FG - CC - Medium X48,1900.0,,6840000.0,Aug-24
OYV,FG - CC - Mini X24,1100.0,Pack,1045000.0,Aug-24
OYV,FG - CC - Mini X48,3850.0,Pack,7315000.0,Aug-24
PA,FG - CC - Medium X48,550.0,,1980000.0,Aug-24
PA,FG - CC - Mini X48,1590.0,Pack,3021000.0,Aug-24
RID,FG - CC - Medium X48,550.0,,1980000.0,Aug-24
RID,FG - CC - Mini X24,437.0,Pack,415150.0,Aug-24
RID,FG - CC - Mini X48,1400.0,Pack,2660000.0,Aug-24
RM,BB BIG - X24,6220.0,,11444800.0,Aug-24
RM,FG - CC - Big SC,300.0,Pack,570000.0,Aug-24
RM,FG - CC - Medium X24,40.0,,72000.0,Aug-24
RM,FG - CC - Medium X48,290.0,,1058000.0,Aug-24
RM,FG - CC - Mini X24,120.0,Pack,114000.0,Aug-24
RM,FG - CC - Mini X48,730.0,Pack,1387000.0,Aug-24
RM,FG/N - PP BIG,839.0,Bag,10487500.0,Aug-24
RM,FG/N - PP SMALL,217.0,Bag,2712500.0,Aug-24
TI,FG - CC - Big SC,400.0,Pack,760000.0,Aug-24
TI,FG - CC - Medium X48,850.0,,3230000.0,Aug-24
TI,FG - CC - Mini X24,800.0,Pack,760000.0,Aug-24
TI,FG - CC - Mini X48,1950.0,Pack,3705000.0,Aug-24
YV,FG - CC - Big SC,450.0,Pack,855000.0,Aug-24
YV,FG - CC - Medium X48,1250.0,,4500000.0,Aug-24
YV,FG - CC - Mini X24,500.0,Pack,475000.0,Aug-24
YV,FG - CC - Mini X48,2650.0,Pack,5035000.0,Aug-24
ZIN,BB BIG - X24,250.0,,460000.0,Aug-24
ZIN,FG - CC - Mini X48,6.0,Pack,11400.0,Aug-24
ZIN,FG/N - PP BIG,24.0,Bag,300000.0,Aug-24
ZIN,FG/N - PP SMALL,16.0,Bag,200000.0,Aug-24
Report Totals,,208797.77,,564527610.0,Aug-24
Advert,BB BIG - X24,781.0,,1437040.0,Jun-24
Advert,BB SMALL - X48,190.0,,349600.0,Jun-24
Advert,FG - CC - Big SC,350.0,Pack,699900.0,Jun-24
Advert,FG - CC - Medium X24,472.0,,896600.0,Jun-24
Advert,FG - CC - Mini X48,575.0,Pack,1149700.0,Jun-24
Advert,FG/N - PP BIG,44.0,Bag,550000.0,Jun-24
Advert,FG/N - PP SMALL,24.0,Bag,300000.0,Jun-24
ALE,FG - CC - Big SC,675.0,Pack,1282500.0,Jun-24
ALE,FG - CC - Medium X24,800.0,,1440000.0,Jun-24
ALE,FG - CC - Mini X48,1200.0,Pack,2280000.0,Jun-24
AO,BB BIG - X24,3436.0,,6322240.0,Jun-24
AO,BB SMALL - X48,380.0,,699200.0,Jun-24
AO,FG - CC - Big SC,858.0,Pack,1630200.0,Jun-24
AO,FG - CC - Medium X24,1964.0,,3535200.0,Jun-24
AO,FG - CC - Mini X48,1269.0,Pack,2411100.0,Jun-24
AO,FG/N - PP BIG,214.0,Bag,2675000.0,Jun-24
AO,FG/N - PP SMALL,136.0,Bag,1700000.0,Jun-24
AS,BB BIG - X24,1361.0,,2504240.0,Jun-24
AS,FG/N - PP BIG,80.0,Bag,1000000.0,Jun-24
DAM,BB BIG - X24,2.45,,4500.0,Jun-24
DAM,BB SMALL - X48,7.61,,14000.0,Jun-24
DAM,FG/N - PP BIG,1.12,Bag,14000.0,Jun-24
DE,BB BIG - X24,1757.0,,3232880.0,Jun-24
DE,BB SMALL - X48,45.0,,82800.0,Jun-24
DE,FG - CC - Big SC,96.0,Pack,182400.0,Jun-24
DE,FG - CC - Medium X24,114.0,,205200.0,Jun-24
DE,FG - CC - Mini X48,86.0,Pack,163400.0,Jun-24
DE,FG/N - PP BIG,3.0,Bag,37500.0,Jun-24
DT,FG - CC - Big SC,500.0,Pack,950000.0,Jun-24
DT,FG - CC - Medium X24,1000.0,,1800000.0,Jun-24
DT,FG - CC - Mini X48,1865.0,Pack,3543500.0,Jun-24
DV,BB BIG - X24,2770.0,,5096800.0,Jun-24
DV,BB SMALL - X48,215.0,,395600.0,Jun-24
DV,FG - CC - Big SC,598.0,Pack,1136200.0,Jun-24
DV,FG - CC - Medium X24,1265.0,,2277000.0,Jun-24
DV,FG - CC - Mini X48,390.0,Pack,741000.0,Jun-24
DV,FG/N - PP BIG,6.0,Bag,75000.0,Jun-24
DV,FG/N - PP SMALL,24.0,Bag,300000.0,Jun-24
Edith,BB BIG - X24,3900.0,,7176000.0,Jun-24
Edith,BB SMALL - X48,20.0,,36800.0,Jun-24
Edith,FG - CC - Big SC,51.0,Pack,96900.0,Jun-24
Edith,FG - CC - Medium X24,153.0,,275400.0,Jun-24
Edith,FG - CC - Mini X48,90.0,Pack,171000.0,Jun-24
Edith,FG/N - PP BIG,357.0,Bag,4462500.0,Jun-24
Edith,FG/N - PP SMALL,50.0,Bag,625000.0,Jun-24
EJ,FG - CC - Medium X24,800.0,,1440000.0,Jun-24
EJ,FG - CC - Mini X48,2200.0,Pack,4180000.0,Jun-24
EM,BB BIG - X24,1311.0,,2412240.0,Jun-24
EM,BB SMALL - X48,291.0,,535440.0,Jun-24
EM,FG - CC - Big SC,440.0,Pack,836000.0,Jun-24
EM,FG - CC - Medium X24,349.0,,628200.0,Jun-24
EM,FG - CC - Mini X48,197.0,Pack,374300.0,Jun-24
EM,FG/N - PP BIG,40.0,Bag,500000.0,Jun-24
EM,FG/N - PP SMALL,50.0,Bag,625000.0,Jun-24
ENE,BB BIG - X24,3110.0,,5722400.0,Jun-24
ENE,FG - CC - Medium X24,80.0,,144000.0,Jun-24
ENE,FG - CC - Mini X48,80.0,Pack,152000.0,Jun-24
ENE,FG/N - PP BIG,389.0,Bag,4862500.0,Jun-24
ENE,FG/N - PP SMALL,26.0,Bag,325000.0,Jun-24
EU,BB BIG - X24,2238.0,,4117920.0,Jun-24
EU,BB SMALL - X48,574.0,,1056160.0,Jun-24
EU,FG - CC - Big SC,494.0,Pack,938600.0,Jun-24
EU,FG - CC - Medium X24,533.0,,959400.0,Jun-24
EU,FG - CC - Mini X48,185.0,Pack,351500.0,Jun-24
EU,FG/N - PP BIG,179.0,Bag,2237500.0,Jun-24
EU,FG/N - PP SMALL,172.0,Bag,2150000.0,Jun-24
FB,FG - CC - Big SC,550.0,Pack,1045000.0,Jun-24
FB,FG - CC - Medium X24,750.0,,1350000.0,Jun-24
FB,FG - CC - Mini X48,1400.0,Pack,2660000.0,Jun-24
General sale,BB BIG - X24,1026.29,,2047750.0,Jun-24
General sale,BB SMALL - X48,121.73,,242000.0,Jun-24
General sale,FG - CC - Big SC,26.0,Pack,54600.0,Jun-24
General sale,FG - CC - Medium X24,59.0,,118000.0,Jun-24
General sale,FG - CC - Mini X48,54.0,Pack,113400.0,Jun-24
General sale,FG/N - PP BIG,67.41,Bag,926500.0,Jun-24
General sale,FG/N - PP SMALL,48.59,Bag,667750.0,Jun-24
GHV,FG - CC - Big SC,500.0,Pack,950000.0,Jun-24
GHV,FG - CC - Medium X24,665.0,,1197000.0,Jun-24
GHV,FG - CC - Mini X48,1500.0,Pack,2850000.0,Jun-24
GO,BB BIG - X24,2845.0,,5234800.0,Jun-24
GO,BB SMALL - X48,175.0,,322000.0,Jun-24
GO,FG - CC - Big SC,244.0,Pack,463600.0,Jun-24
GO,FG - CC - Medium X24,213.0,,383400.0,Jun-24
GO,FG - CC - Mini X48,208.0,Pack,395200.0,Jun-24
GO,FG/N - PP BIG,4.0,Bag,50000.0,Jun-24
GO,FG/N - PP SMALL,13.0,Bag,162500.0,Jun-24
HCG,FG - CC - Big SC,300.0,Pack,570000.0,Jun-24
HCG,FG - CC - Medium X24,600.0,,1080000.0,Jun-24
HCG,FG - CC - Mini X48,1000.0,Pack,1900000.0,Jun-24
HGV,FG - CC - Medium X24,1100.0,,1980000.0,Jun-24
HGV,FG - CC - Mini X48,1750.0,Pack,3325000.0,Jun-24
HON,BB BIG - X24,7550.0,,13892000.0,Jun-24
HON,FG - CC - Medium X24,450.0,,810000.0,Jun-24
HON,FG - CC - Mini X48,350.0,Pack,665000.0,Jun-24
HON,FG/N - PP BIG,1260.0,Bag,15750000.0,Jun-24
HON,FG/N - PP SMALL,1550.0,Bag,19375000.0,Jun-24
IAC,FG - CC - Big SC,900.0,Pack,1710000.0,Jun-24
IAC,FG - CC - Medium X24,1500.0,,2700000.0,Jun-24
IAC,FG - CC - Mini X48,4400.0,Pack,8360000.0,Jun-24
IAZ,BB BIG - X24,1045.0,,1922800.0,Jun-24
IAZ,BB SMALL - X48,119.0,,218960.0,Jun-24
IAZ,FG - CC - Big SC,56.0,Pack,106400.0,Jun-24
IAZ,FG - CC - Medium X24,22.0,,39600.0,Jun-24
IAZ,FG - CC - Mini X48,2.0,Pack,3800.0,Jun-24
IAZ,FG/N - PP BIG,45.0,Bag,562500.0,Jun-24
IAZ,FG/N - PP SMALL,49.0,Bag,612500.0,Jun-24
IO,BB BIG - X24,2078.0,,3823520.0,Jun-24
IO,BB SMALL - X48,379.0,,697360.0,Jun-24
IO,FG - CC - Big SC,184.0,Pack,349600.0,Jun-24
IO,FG - CC - Medium X24,370.0,,666000.0,Jun-24
IO,FG - CC - Mini X48,286.0,Pack,543400.0,Jun-24
IO,FG/N - PP BIG,52.0,Bag,650000.0,Jun-24
IO,FG/N - PP SMALL,182.0,Bag,2275000.0,Jun-24
IR,BB BIG - X24,1130.0,,2079200.0,Jun-24
IR,BB SMALL - X48,48.0,,88320.0,Jun-24
IR,FG - CC - Big SC,290.0,Pack,551000.0,Jun-24
IR,FG - CC - Medium X24,329.0,,592200.0,Jun-24
IR,FG - CC - Mini X48,209.0,Pack,397100.0,Jun-24
IR,FG/N - PP BIG,52.0,Bag,650000.0,Jun-24
IR,FG/N - PP SMALL,54.0,Bag,675000.0,Jun-24
IS,FG - CC - Big SC,1650.0,Pack,3135000.0,Jun-24
IS,FG - CC - Medium X24,6320.0,,11376000.0,Jun-24
IS,FG - CC - Mini X48,2330.0,Pack,4427000.0,Jun-24
IY,BB BIG - X24,3240.0,,5961600.0,Jun-24
IY,BB SMALL - X48,36.0,,66240.0,Jun-24
IY,FG - CC - Big SC,298.0,Pack,566200.0,Jun-24
IY,FG - CC - Medium X24,393.0,,707400.0,Jun-24
IY,FG - CC - Mini X48,278.0,Pack,528200.0,Jun-24
IY,FG/N - PP BIG,112.0,Bag,1400000.0,Jun-24
IY,FG/N - PP SMALL,39.0,Bag,487500.0,Jun-24
IYKE,FG - CC - Big SC,670.0,Pack,1273000.0,Jun-24
IYKE,FG - CC - Medium X24,800.0,,1440000.0,Jun-24
IYKE,FG - CC - Mini X48,1200.0,Pack,2280000.0,Jun-24
JO,FG - CC - Big SC,700.0,Pack,1330000.0,Jun-24
JO,FG - CC - Medium X24,870.0,,1566000.0,Jun-24
JO,FG - CC - Mini X48,350.0,Pack,665000.0,Jun-24
JT,BB BIG - X24,3712.0,,6830080.0,Jun-24
JT,BB SMALL - X48,265.0,,487600.0,Jun-24
JT,FG - CC - Big SC,364.0,Pack,691600.0,Jun-24
JT,FG - CC - Medium X24,360.0,,648000.0,Jun-24
JT,FG - CC - Mini X48,182.0,Pack,345800.0,Jun-24
JT,FG/N - PP BIG,3.0,Bag,37500.0,Jun-24
JT,FG/N - PP SMALL,18.0,Bag,225000.0,Jun-24
KCO,BB BIG - X24,390.0,,717600.0,Jun-24
KCO,BB SMALL - X48,46.0,,84640.0,Jun-24
KCO,FG - CC - Big SC,73.0,Pack,138700.0,Jun-24
KCO,FG - CC - Medium X24,120.0,,216000.0,Jun-24
KCO,FG - CC - Mini X48,31.0,Pack,58900.0,Jun-24
KCO,FG/N - PP BIG,95.0,Bag,1187500.0,Jun-24
KCO,FG/N - PP SMALL,26.0,Bag,325000.0,Jun-24
KIA,FG - CC - Big SC,400.0,Pack,760000.0,Jun-24
KIA,FG - CC - Medium X24,800.0,,1440000.0,Jun-24
KIA,FG - CC - Mini X48,1400.0,Pack,2660000.0,Jun-24
M.A,BB BIG - X24,470.0,,864800.0,Jun-24
M.A,BB SMALL - X48,170.0,,312800.0,Jun-24
M.A,FG - CC - Big SC,5.0,Pack,9500.0,Jun-24
M.A,FG - CC - Medium X24,142.0,,255600.0,Jun-24
M.A,FG - CC - Mini X48,98.0,Pack,186200.0,Jun-24
M.A,FG/N - PP BIG,2.0,Bag,25000.0,Jun-24
M.A,FG/N - PP SMALL,190.0,Bag,2375000.0,Jun-24
M.O,BB BIG - X24,2660.0,,4894400.0,Jun-24
M.O,BB SMALL - X48,30.0,,55200.0,Jun-24
M.O,FG - CC - Big SC,71.0,Pack,134900.0,Jun-24
M.O,FG - CC - Medium X24,75.0,,135000.0,Jun-24
M.O,FG - CC - Mini X48,76.0,Pack,144400.0,Jun-24
M.O,FG/N - PP BIG,10.0,Bag,125000.0,Jun-24
M.O,FG/N - PP SMALL,3.0,Bag,37500.0,Jun-24
MA,BB BIG - X24,4730.0,,8703200.0,Jun-24
MA,BB SMALL - X48,110.0,,202400.0,Jun-24
MA,FG - CC - Big SC,435.0,Pack,826500.0,Jun-24
MA,FG - CC - Medium X24,419.0,,754200.0,Jun-24
MA,FG - CC - Mini X48,253.0,Pack,480700.0,Jun-24
MA,FG/N - PP BIG,171.0,Bag,2137500.0,Jun-24
MA,FG/N - PP SMALL,143.0,Bag,1787500.0,Jun-24
MAB,BB BIG - X24,1070.0,,1968800.0,Jun-24
MAB,FG - CC - Big SC,48.0,Pack,91200.0,Jun-24
MAB,FG - CC - Medium X24,733.0,,1319400.0,Jun-24
MAB,FG - CC - Mini X48,756.0,Pack,1436400.0,Jun-24
MAB,FG/N - PP BIG,150.0,Bag,1875000.0,Jun-24
MAB,FG/N - PP SMALL,610.0,Bag,7625000.0,Jun-24
MAE,BB BIG - X24,3542.0,,6517280.0,Jun-24
MAE,BB SMALL - X48,111.0,,204240.0,Jun-24
MAE,FG - CC - Big SC,80.0,Pack,152000.0,Jun-24
MAE,FG - CC - Medium X24,75.0,,135000.0,Jun-24
MAE,FG - CC - Mini X48,85.0,Pack,161500.0,Jun-24
MAE,FG/N - PP BIG,774.0,Bag,9675000.0,Jun-24
MAE,FG/N - PP SMALL,485.0,Bag,6062500.0,Jun-24
MAMA,BB BIG - X24,5040.0,,9273600.0,Jun-24
MAMA,BB SMALL - X48,43.0,,79120.0,Jun-24
MAMA,FG - CC - Big SC,675.0,Pack,1282500.0,Jun-24
MAMA,FG - CC - Medium X24,750.0,,1350000.0,Jun-24
MAMA,FG - CC - Mini X48,500.0,Pack,950000.0,Jun-24
MAMA,FG/N - PP BIG,15.0,Bag,187500.0,Jun-24
MAMA,FG/N - PP SMALL,63.0,Bag,787500.0,Jun-24
MAMA D,BB BIG - X24,1335.0,,2456400.0,Jun-24
MAMA D,FG - CC - Medium X24,20.0,,36000.0,Jun-24
MAMA D,FG - CC - Mini X48,12.0,Pack,22800.0,Jun-24
MAMA D,FG/N - PP BIG,172.0,Bag,2150000.0,Jun-24
MAMA D,FG/N - PP SMALL,127.0,Bag,1587500.0,Jun-24
MAO,BB BIG - X24,1611.0,,2964240.0,Jun-24
MAO,BB SMALL - X48,35.0,,64400.0,Jun-24
MAO,FG/N - PP BIG,238.0,Bag,2975000.0,Jun-24
MAO,FG/N - PP SMALL,151.0,Bag,1887500.0,Jun-24
MDV,FG - CC - Big SC,300.0,Pack,570000.0,Jun-24
MDV,FG - CC - Medium X24,1900.0,,3420000.0,Jun-24
MDV,FG - CC - Mini X48,630.0,Pack,1197000.0,Jun-24
MP,BB BIG - X24,1168.0,,2149120.0,Jun-24
MP,BB SMALL - X48,40.0,,73600.0,Jun-24
MP,FG - CC - Big SC,30.0,Pack,57000.0,Jun-24
MP,FG - CC - Medium X24,73.0,,131400.0,Jun-24
MP,FG - CC - Mini X48,94.0,Pack,178600.0,Jun-24
MP,FG/N - PP BIG,164.0,Bag,2050000.0,Jun-24
MP,FG/N - PP SMALL,36.0,Bag,450000.0,Jun-24
Mrs Madueke,BB BIG - X24,850.0,,1564000.0,Jun-24
Mrs Madueke,BB SMALL - X48,125.0,,230000.0,Jun-24
Mrs Madueke,FG - CC - Big SC,156.0,Pack,296400.0,Jun-24
Mrs Madueke,FG - CC - Medium X24,190.0,,342000.0,Jun-24
Mrs Madueke,FG - CC - Mini X48,161.0,Pack,305900.0,Jun-24
MV,FG - CC - Big SC,600.0,Pack,1140000.0,Jun-24
MV,FG - CC - Medium X24,2080.0,,3744000.0,Jun-24
MV,FG - CC - Mini X48,3450.0,Pack,6555000.0,Jun-24
MW,BB BIG - X24,6430.0,,11831200.0,Jun-24
MW,BB SMALL - X48,185.0,,340400.0,Jun-24
MW,FG - CC - Big SC,135.0,Pack,256500.0,Jun-24
MW,FG - CC - Medium X24,159.0,,286200.0,Jun-24
MW,FG - CC - Mini X48,250.0,Pack,475000.0,Jun-24
MW,FG/N - PP BIG,680.0,Bag,8500000.0,Jun-24
MW,FG/N - PP SMALL,166.0,Bag,2075000.0,Jun-24
NBV,FG - CC - Big SC,400.0,Pack,760000.0,Jun-24
NBV,FG - CC - Medium X24,600.0,,1080000.0,Jun-24
NBV,FG - CC - Mini X48,1000.0,Pack,1900000.0,Jun-24
NK,BB BIG - X24,3025.0,,5566000.0,Jun-24
NK,BB SMALL - X48,169.0,,310960.0,Jun-24
NK,FG - CC - Big SC,185.0,Pack,351500.0,Jun-24
NK,FG - CC - Medium X24,142.0,,255600.0,Jun-24
NK,FG - CC - Mini X48,108.0,Pack,205200.0,Jun-24
NK,FG/N - PP BIG,27.0,Bag,337500.0,Jun-24
NK,FG/N - PP SMALL,34.0,Bag,425000.0,Jun-24
OYV,FG - CC - Big SC,800.0,Pack,1520000.0,Jun-24
OYV,FG - CC - Mini X48,2250.0,Pack,4275000.0,Jun-24
PA,FG - CC - Big SC,510.0,Pack,969000.0,Jun-24
PA,FG - CC - Medium X24,1500.0,,2700000.0,Jun-24
PA,FG - CC - Mini X48,700.0,Pack,1330000.0,Jun-24
RM,BB BIG - X24,6612.0,,12166080.0,Jun-24
RM,BB SMALL - X48,756.0,,1391040.0,Jun-24
RM,FG - CC - Big SC,305.0,Pack,579500.0,Jun-24
RM,FG - CC - Medium X24,310.0,,558000.0,Jun-24
RM,FG - CC - Mini X48,280.0,Pack,532000.0,Jun-24
RM,FG/N - PP BIG,463.0,Bag,5787500.0,Jun-24
RM,FG/N - PP SMALL,129.0,Bag,1612500.0,Jun-24
TI,FG - CC - Big SC,1000.0,Pack,1900000.0,Jun-24
TI,FG - CC - Medium X24,750.0,,1350000.0,Jun-24
TI,FG - CC - Mini X48,2900.0,Pack,5510000.0,Jun-24
YV,FG - CC - Big SC,730.0,Pack,1387000.0,Jun-24
YV,FG - CC - Medium X24,1900.0,,3420000.0,Jun-24
YV,FG - CC - Mini X48,3045.0,Pack,5785500.0,Jun-24
Report Totals,,191896.2,,467331760.0,Jun-24
Advert,FG - CC - Big SC,150.0,Pack,300000.0,May-24
Advert,FG - CC - Medium X24,709.0,,1347100.0,May-24
Advert,FG - CC - Mini X48,1216.0,Pack,2432000.0,May-24
AKO,FG - CC - Big SC,500.0,Pack,950000.0,May-24
AKO,FG - CC - Medium X24,1200.0,,2160000.0,May-24
AKO,FG - CC - Mini X48,1080.0,Pack,2052000.0,May-24
AO,BB BIG - X24,3037.0,,5588080.0,May-24
AO,BB SMALL - X48,507.0,,932880.0,May-24
AO,FG - CC - Big SC,817.0,Pack,1552300.0,May-24
AO,FG - CC - Medium X24,2090.0,,3762000.0,May-24
AO,FG - CC - Mini,777.0,Pack,854700.0,May-24
AO,FG - CC - Mini X48,1169.0,Pack,2221100.0,May-24
AO,FG/N - PP BIG,115.0,Bag,1437500.0,May-24
AO,FG/N - PP SMALL,107.0,Bag,1337500.0,May-24
AS,BB BIG - X24,1234.0,,2270560.0,May-24
AS,FG/N - PP BIG,69.0,Bag,862500.0,May-24
AYS,FG - CC - Big SC,800.0,Pack,1520000.0,May-24
AYS,FG - CC - Medium X24,1700.0,,3060000.0,May-24
AYS,FG - CC - Mini X48,4114.0,Pack,7816600.0,May-24
DAM,BB BIG - X24,25.5,,51000.0,May-24
DAM,FG/N - PP BIG,1.84,Bag,23000.0,May-24
DAM,FG/N - PP SMALL,0.84,Bag,10500.0,May-24
DE,BB BIG - X24,1501.0,,2761840.0,May-24
DE,BB SMALL - X48,181.0,,333040.0,May-24
DE,FG - CC - Big SC,120.0,Pack,228000.0,May-24
DE,FG - CC - Medium X24,131.0,,235800.0,May-24
DE,FG - CC - Mini,60.0,Pack,66000.0,May-24
DE,FG - CC - Mini X48,50.0,Pack,95000.0,May-24
DT,FG - CC - Medium X24,1500.0,,2700000.0,May-24
DT,FG - CC - Mini X48,1940.0,Pack,3686000.0,May-24
DV,BB BIG - X24,2065.0,,3799600.0,May-24
DV,BB SMALL - X48,600.0,,1104000.0,May-24
DV,FG - CC - Big SC,580.0,Pack,1102000.0,May-24
DV,FG - CC - Medium X24,1265.0,,2277000.0,May-24
DV,FG - CC - Mini,300.0,Pack,330000.0,May-24
DV,FG - CC - Mini X48,160.0,Pack,304000.0,May-24
DV,FG/N - PP BIG,2.0,Bag,25000.0,May-24
DV,FG/N - PP SMALL,14.0,Bag,175000.0,May-24
Edith,BB BIG - X24,3925.0,,7222000.0,May-24
Edith,BB SMALL - X48,100.0,,184000.0,May-24
Edith,FG - CC - Big SC,32.0,Pack,60800.0,May-24
Edith,FG - CC - Medium X24,142.0,,255600.0,May-24
Edith,FG - CC - Mini,50.0,Pack,55000.0,May-24
Edith,FG - CC - Mini X48,88.0,Pack,167200.0,May-24
Edith,FG/N - PP BIG,271.0,Bag,3387500.0,May-24
Edith,FG/N - PP SMALL,60.0,Bag,750000.0,May-24
EJ,FG - CC - Big SC,600.0,Pack,1140000.0,May-24
EJ,FG - CC - Medium X24,1800.0,,3240000.0,May-24
EJ,FG - CC - Mini X48,3200.0,Pack,6080000.0,May-24
EM,BB BIG - X24,1010.0,,1858400.0,May-24
EM,BB SMALL - X48,401.0,,737840.0,May-24
EM,FG - CC - Big SC,440.0,Pack,836000.0,May-24
EM,FG - CC - Medium X24,296.0,,532800.0,May-24
EM,FG - CC - Mini,100.0,Pack,110000.0,May-24
EM,FG - CC - Mini X48,86.0,Pack,163400.0,May-24
EM,FG/N - PP BIG,11.0,Bag,137500.0,May-24
EM,FG/N - PP SMALL,33.0,Bag,412500.0,May-24
ENE,BB BIG - X24,2154.0,,3963360.0,May-24
ENE,BB SMALL - X48,90.0,,165600.0,May-24
ENE,FG - CC - Big SC,5.0,Pack,9500.0,May-24
ENE,FG - CC - Medium X24,100.0,,180000.0,May-24
ENE,FG - CC - Mini,90.0,Pack,99000.0,May-24
ENE,FG - CC - Mini X48,75.0,Pack,142500.0,May-24
ENE,FG/N - PP BIG,234.0,Bag,2925000.0,May-24
ENE,FG/N - PP SMALL,22.0,Bag,275000.0,May-24
EU,BB BIG - X24,1782.0,,3278880.0,May-24
EU,BB SMALL - X48,745.0,,1370800.0,May-24
EU,FG - CC - Big SC,467.0,Pack,887300.0,May-24
EU,FG - CC - Medium X24,481.0,,865800.0,May-24
EU,FG - CC - Mini,122.0,Pack,134200.0,May-24
EU,FG - CC - Mini X48,120.0,Pack,228000.0,May-24
EU,FG/N - PP BIG,99.0,Bag,1237500.0,May-24
EU,FG/N - PP SMALL,120.0,Bag,1500000.0,May-24
FB,FG - CC - Big SC,700.0,Pack,1330000.0,May-24
FB,FG - CC - Medium X24,800.0,,1440000.0,May-24
FB,FG - CC - Mini X48,1070.0,Pack,2033000.0,May-24
FRANCO,FG - CC - Big SC,594.0,Pack,1128600.0,May-24
FRANCO,FG - CC - Medium X24,200.0,,360000.0,May-24
FRANCO,FG - CC - Mini,1500.0,Pack,1650000.0,May-24
General sale,BB BIG - X24,968.22,,1928500.0,May-24
General sale,BB SMALL - X48,220.81,,439750.0,May-24
General sale,FG - CC - Big SC,8.0,Pack,16700.0,May-24
General sale,FG - CC - Medium X24,39.0,,78000.0,May-24
General sale,FG - CC - Mini,16.0,Pack,19200.0,May-24
General sale,FG - CC - Mini X48,18.0,Pack,37800.0,May-24
General sale,FG/N - PP BIG,39.3,Bag,558350.0,May-24
General sale,FG/N - PP SMALL,49.45,Bag,677000.0,May-24
GHV,FG - CC - Big SC,300.0,Pack,570000.0,May-24
GHV,FG - CC - Medium X24,250.0,,450000.0,May-24
GHV,FG - CC - Mini X48,850.0,Pack,1615000.0,May-24
GO,BB BIG - X24,2507.0,,4612880.0,May-24
GO,BB SMALL - X48,326.0,,599840.0,May-24
GO,FG - CC - Big SC,139.0,Pack,264100.0,May-24
GO,FG - CC - Medium X24,116.0,,208800.0,May-24
